bioguide_id,Bridge Grade,House Member,District,Party,Bridge Score,Category,raw_A,normdisn_A,points_A,raw_B,normdisn_B,points_B,raw_D,normdisn_D,points_D,raw_E,normdisn_E,points_E,raw_F1,normdisn_F1,points_F1,raw_F2,normdisn_F2,points_F2,raw_G,normdisn_G,points_G,raw_H,normdisn_H,points_H,raw_I1,normdisn_I1,points_I1,raw_I2,normdisn_I2,points_I2,raw_K,normdisn_K,points_K,raw_L,normdisn_L,points_L,score_T,party_match,calc_M,normdisn_M,multiple_M,calc_N,normdisn_N,multple_N,calc_O,normdisn_O,multiple_O,multiple_M1,adj_score_S,VV_ideology,PRL_ideology,ideology_score,label,2024 Election Status
Y000067,C, Rudy Yakym,IN-02,R,27.57,Divider,9.69,50.48,50.48,5.00,36.78,18.39,-0.56,42.64,63.96,16.83,49.98,49.98,95,39.14,29.35,4.92,47.08,35.31,0.00,32.44,16.22,0,14.07,7.03,4.92,47.08,35.31,4.66,93.15,5.14,0,22.70,11.35,0.135,64.83,32.42,338.74,1.00,13.95,50.86, 5.09 ,0.51, 65.99 ,3.30,1.31,30.49,1.52,109.9%,372.30,0.509,1.309, 64.06 , Rudy Yakym (R) - IN-02,running
G000599,C, Daniel S. Goldman,NY-10,D,27.50,Divider,9.69,50.48,50.48,0.00,15.08,7.54,-1.15,20.04,30.06,16.83,49.98,49.98,135,52.10,39.07,3.50,32.08,24.06,0.00,32.44,16.22,0,14.07,7.03,3.50,32.08,24.06,2.10,59.21,30.59,10,50.50,25.25,0.122,63.35,31.67,320.56,1.00,34.69,99.15, 9.92 ,0.43, 44.79 ,2.24,2.05,77.82,3.89,116.0%,372.00,-0.427,-2.051, (71.88), Daniel S. Goldman (D) - NY-10,running
P000607,C, Mark Pocan,WI-02,D,27.45,Divider,9.00,46.62,46.62,4.00,31.68,15.84,-0.66,38.30,57.45,4.87,16.24,16.24,54,27.01,20.26,3.01,27.39,20.55,0.00,32.44,16.22,20,78.88,39.44,3.01,27.39,20.55,2.32,63.33,27.50,10,50.50,25.25,-0.562,4.02,2.01,322.13,1.00,18.93,72.23, 7.22 ,0.52, 69.55 ,3.48,2.51,94.01,4.70,115.4%,371.74,-0.524,-2.510, (81.19), Mark Pocan (D) - WI-02,running
H001094,C, Val T. Hoyle,OR-04,D,27.35,Divider,9.69,50.48,50.48,0.00,15.08,7.54,-1.00,24.78,37.17,16.83,49.98,49.98,61,28.95,21.71,6.09,59.87,44.90,0.00,32.44,16.22,0,14.07,7.03,6.09,59.87,44.90,0.90,36.13,47.91,0,22.70,11.35,-0.384,11.42,5.71,355.41,1.00,4.05,13.39, 1.34 ,0.23, 7.28 ,0.36,1.68,55.28,2.76,104.5%,371.29,-0.227,-1.683, (54.68), Val T. Hoyle (D) - OR-04,running
J000309,C, Jonathan L. Jackson,IL-01,D,27.27,Divider,9.69,50.48,50.48,4.00,31.68,15.84,-0.65,38.70,58.06,16.83,49.98,49.98,34,21.87,16.40,2.18,20.32,15.24,0.00,32.44,16.22,0,14.07,7.03,2.18,20.32,15.24,0.38,27.10,54.68,0,22.70,11.35,-0.451,7.94,3.97,326.73,1.00,20.38,77.49, 7.75 ,0.38, 32.20 ,1.61,2.17,83.31,4.17,113.5%,370.92,-0.377,-2.167, (70.81), Jonathan L. Jackson (D) - IL-01,running
P000197,C, Nancy Pelosi,CA-11,D,27.09,Divider,1.00,11.25,11.25,0.00,15.08,7.54,-1.69,7.45,11.18,13.79,40.11,40.11,127,49.48,37.11,5.27,50.94,38.20,0.00,32.44,16.22,20,78.88,39.44,5.27,50.94,38.20,0.76,33.59,49.81,0,22.70,11.35,-0.185,27.53,13.77,316.63,1.00,36.70,99.56, 9.96 ,0.49, 61.27 ,3.06,2.04,77.03,3.85,116.9%,370.05,-0.490,-2.035, (74.49), Nancy Pelosi (D) - CA-11,running
E000296,C, Dwight Evans,PA-03,D,27.08,Divider,5.00,25.82,25.82,0.00,15.08,7.54,-1.35,14.38,21.57,3.98,14.52,14.52,123,48.17,36.13,4.10,38.22,28.66,0.00,32.44,16.22,20,78.88,39.44,4.10,38.22,28.66,0.23,24.72,56.46,10,50.50,25.25,-0.155,30.67,15.34,316.49,1.00,38.99,99.80, 9.98 ,0.47, 55.07 ,2.75,2.17,83.62,4.18,116.9%,370.02,-0.466,-2.174, (75.23), Dwight Evans (D) - PA-03,running
S000929,C, Victoria Spartz,IN-05,R,26.86,Divider,3.00,17.59,17.59,0.00,15.08,7.54,-1.02,24.21,36.32,33.79,91.84,91.84,49,25.67,19.25,4.28,40.13,30.10,0.00,32.44,16.22,0,14.07,7.03,4.28,40.13,30.10,0.61,30.95,51.78,0,22.70,11.35,-0.236,22.58,11.29,335.34,1.00,11.21,38.55, 3.85 ,0.48, 59.48 ,2.97,1.81,64.03,3.20,110.0%,368.98,0.483,1.814, 69.45 , Victoria Spartz (R) - IN-05,running
M001214,C, Frank J. Mrvan,IN-01,D,26.71,Divider,3.00,17.59,17.59,4.00,31.68,15.84,-0.65,38.41,57.61,10.00,28.69,28.69,32,21.39,16.04,5.31,51.38,38.53,0.00,32.44,16.22,20,78.88,39.44,5.31,51.38,38.53,0.00,21.30,59.03,0,22.70,11.35,0.34,84.30,42.15,355.09,1.00,2.77,10.49, 1.05 ,0.31, 18.78 ,0.94,1.37,34.34,1.72,103.7%,368.25,-0.313,-1.371, (54.85), Frank J. Mrvan (D) - IN-01,running
D000626,C, Warren Davidson,OH-08,R,26.44,Divider,2.00,14.18,14.18,2.00,22.52,11.26,-0.93,27.52,41.28,17.43,51.93,51.93,145,55.36,41.52,3.14,28.60,21.45,0.00,32.44,16.22,20,78.88,39.44,3.14,28.60,21.45,2.68,69.75,22.69,10,50.50,25.25,-0.369,12.32,6.16,322.89,1.00,13.74,49.90, 4.99 ,0.66, 91.91 ,4.60,2.12,81.11,4.06,113.6%,366.94,0.658,2.118, 81.07 , Warren Davidson (R) - OH-08,running
M001224,C, Nathaniel Moran,TX-01,R,26.44,Divider,9.69,50.48,50.48,3.00,26.90,13.45,-0.80,32.27,48.40,16.83,49.98,49.98,85,36.02,27.02,2.91,26.48,19.86,0.00,32.44,16.22,0,14.07,7.03,2.91,26.48,19.86,1.34,44.45,41.66,0,22.70,11.35,0.594,96.27,48.14,321.53,1.00,25.53,91.03, 9.10 ,0.58, 81.48 ,4.07,1.09,18.93,0.95,114.1%,366.94,0.582,1.093, 64.23 , Nathaniel Moran (R) - TX-01,running
M001160,C, Gwen Moore,WI-04,D,26.32,Divider,12.00,63.24,63.24,0.00,15.08,7.54,-1.11,21.29,31.93,4.83,16.17,16.17,106,42.64,31.98,4.09,38.11,28.58,0.00,32.44,16.22,20,78.88,39.44,4.09,38.11,28.58,2.72,70.43,22.18,0,22.70,11.35,-0.276,19.08,9.54,313.45,1.00,24.76,89.52, 8.95 ,0.52, 68.85 ,3.44,2.34,89.78,4.49,116.9%,366.37,-0.521,-2.343, (79.40), Gwen Moore (D) - WI-04,running
L000266,C, Jake LaTurner,KS-02,R,26.06,Divider,3.00,17.59,17.59,6.00,42.12,21.06,-0.52,44.30,66.45,21.92,66.19,66.19,57,27.83,20.88,3.48,31.88,23.91,0.00,32.44,16.22,0,14.07,7.03,3.48,31.88,23.91,0.80,34.31,49.27,0,22.70,11.35,0.445,90.79,45.39,340.08,1.00,10.78,36.68, 3.67 ,0.47, 55.85 ,2.79,1.07,18.03,0.90,107.4%,365.12,0.469,1.074, 57.85 , Jake LaTurner (R) - KS-02,retiring
S001159,C, Marilyn Strickland,WA-10,D,25.48,Divider,4.00,21.47,21.47,6.00,42.12,21.06,-0.52,44.11,66.16,5.15,16.82,16.82,112,44.58,33.44,5.37,52.04,39.03,0.00,32.44,16.22,0,14.07,7.03,5.37,52.04,39.03,0.77,33.77,49.67,0,22.70,11.35,0.398,88.18,44.09,337.51,1.00,6.66,20.89, 2.09 ,0.45, 50.33 ,2.52,1.68,55.03,2.75,107.4%,362.33,-0.448,-1.679, (67.41), Marilyn Strickland (D) - WA-10,running
J000288,C," Henry C. ""Hank"" Johnson",GA-04,D,25.35,Divider,13.00,68.41,68.41,0.00,15.08,7.54,-1.09,21.68,32.53,3.41,13.48,13.48,50,25.94,19.45,2.92,26.57,19.93,0.00,32.44,16.22,20,78.88,39.44,2.92,26.57,19.93,1.57,48.93,38.30,5,35.64,17.82,-0.047,43.05,21.52,309.27,1.00,26.63,92.90, 9.29 ,0.48, 57.68 ,2.88,2.59,95.41,4.77,116.9%,361.67,-0.476,-2.586, (79.95)," Henry C. ""Hank"" Johnson (D) - GA-04",running
R000606,C, Jamie Raskin,MD-08,D,24.82,Divider,5.00,25.82,25.82,0.00,15.08,7.54,-1.15,19.96,29.95,2.92,12.62,12.62,134,51.77,38.83,4.20,39.27,29.46,0.00,32.44,16.22,20,78.88,39.44,4.20,39.27,29.46,2.21,61.29,29.03,15,65.29,32.65,-0.235,22.68,11.34,307.22,1.00,29.49,96.36, 9.64 ,0.51, 67.19 ,3.36,2.05,77.60,3.88,116.9%,359.07,-0.514,-2.047, (75.60), Jamie Raskin (D) - MD-08,running
B001300,C, Nanette Diaz Barragán,CA-44,D,24.80,Divider,12.00,63.24,63.24,0.00,15.08,7.54,-1.20,18.40,27.60,3.49,13.61,13.61,102,41.36,31.02,3.82,35.30,26.48,0.00,32.44,16.22,0,14.07,7.03,3.82,35.30,26.48,0.89,35.94,48.04,10,50.50,25.25,-0.105,36.23,18.11,308.73,1.00,24.00,87.86, 8.79 ,0.50, 64.03 ,3.20,2.23,85.69,4.28,116.3%,358.97,-0.501,-2.225, (77.30), Nanette Diaz Barragán (D) - CA-44,running
S001205,C, Mary Gay Scanlon,PA-05,D,24.50,Divider,13.00,68.41,68.41,0.00,15.08,7.54,-1.12,20.77,31.15,2.54,11.98,11.98,110,43.93,32.95,5.63,54.89,41.17,0.00,32.44,16.22,0,14.07,7.03,5.63,54.89,41.17,1.77,52.84,35.37,0,22.70,11.35,-0.212,24.85,12.42,320.57,1.00,13.97,50.95, 5.09 ,0.44, 47.16 ,2.36,2.12,81.41,4.07,111.5%,357.50,-0.436,-2.125, (73.26), Mary Gay Scanlon (D) - PA-05,running
W000822,C, Bonnie Watson Coleman,NJ-12,D,24.46,Divider,12.00,63.24,63.24,0.00,15.08,7.54,-1.13,20.40,30.59,3.12,12.95,12.95,74,32.70,24.53,3.40,31.09,23.32,0.00,32.44,16.22,20,78.88,39.44,3.40,31.09,23.32,0.92,36.49,47.63,0,22.70,11.35,-0.224,23.70,11.85,316.36,1.00,12.09,42.44, 4.24 ,0.60, 84.01 ,4.20,2.35,89.87,4.49,112.9%,357.29,-0.597,-2.346, (82.03), Bonnie Watson Coleman (D) - NJ-12,running
C001101,C, Katherine M. Clark,MA-05,D,24.33,Divider,7.00,35.68,35.68,5.00,36.78,18.39,-0.38,50.41,75.62,1.45,10.29,10.29,87,36.64,27.48,3.94,36.54,27.41,0.00,32.44,16.22,20,78.88,39.44,3.94,36.54,27.41,5.12,95.66,3.25,0,22.70,11.35,-0.27,19.59,9.79,308.75,1.00,23.35,86.30, 8.63 ,0.48, 59.74 ,2.99,2.05,77.85,3.89,115.5%,356.64,-0.484,-2.051, (74.45), Katherine M. Clark (D) - MA-05,running
L000557,C, John B. Larson,CT-01,D,24.30,Divider,7.00,35.68,35.68,2.00,22.52,11.26,-0.85,30.48,45.71,4.70,15.90,15.90,100,40.72,30.54,4.22,39.49,29.62,0.00,32.44,16.22,20,78.88,39.44,4.22,39.49,29.62,1.10,39.86,45.11,0,22.70,11.35,-0.039,44.01,22.00,326.67,1.00,11.75,40.92, 4.09 ,0.40, 37.09 ,1.85,1.81,63.54,3.18,109.1%,356.47,-0.397,-1.807, (66.94), John B. Larson (D) - CT-01,running
S000250,C, Pete Sessions,TX-17,R,24.26,Divider,0.00,8.78,8.78,1.00,18.57,9.28,-0.98,25.61,38.41,19.35,58.20,58.20,67,30.65,22.99,2.81,25.59,19.19,0.00,32.44,16.22,20,78.88,39.44,2.81,25.59,19.19,0.92,36.49,47.63,10,50.50,25.25,0.169,68.60,34.30,320.80,1.00,14.32,52.54, 5.25 ,0.59, 82.00 ,4.10,1.37,34.23,1.71,111.1%,356.30,0.585,1.369, 68.88 , Pete Sessions (R) - TX-17,running
T000472,C, Mark Takano,CA-39,D,24.22,Divider,6.00,30.57,30.57,0.00,15.08,7.54,-1.17,19.44,29.15,4.03,14.61,14.61,107,42.97,32.22,4.23,39.59,29.70,0.00,32.44,16.22,20,78.88,39.44,4.23,39.59,29.70,0.79,34.13,49.40,10,50.50,25.25,-0.32,15.64,7.82,320.03,1.00,11.86,41.41, 4.14 ,0.46, 53.49 ,2.67,2.32,89.00,4.45,111.3%,356.08,-0.460,-2.319, (76.62), Mark Takano (D) - CA-39,running
M001226,C, Robert Menendez,NJ-08,D,23.54,Divider,9.69,50.48,50.48,0.00,15.08,7.54,-1.33,14.79,22.19,16.83,49.98,49.98,45,24.63,18.47,3.55,32.57,24.43,0.00,32.44,16.22,0,14.07,7.03,3.55,32.57,24.43,0.08,22.46,58.16,0,22.70,11.35,0.268,78.44,39.22,306.49,1.00,21.95,82.49, 8.25 ,0.49, 60.51 ,3.03,2.01,75.58,3.78,115.1%,352.63,-0.487,-2.008, (74.01), Robert Menendez (D) - NJ-08,running
S001214,C, W. Gregory Steube,FL-17,R,23.27,Divider,7.00,35.68,35.68,4.00,31.68,15.84,-0.67,37.65,56.47,9.73,27.94,27.94,113,44.91,33.68,3.49,31.98,23.98,0.00,32.44,16.22,20,78.88,39.44,3.49,31.98,23.98,3.68,84.31,11.77,0,22.70,11.35,-0.32,15.64,7.82,312.58,1.00,10.15,34.01, 3.40 ,0.69, 94.64 ,4.73,2.21,85.05,4.25,112.4%,351.29,0.690,2.209, 83.06 , W. Gregory Steube (R) - FL-17,running
G000593,C, Carlos A. Gimenez,FL-28,R,23.04,Divider,4.00,21.47,21.47,2.00,22.52,11.26,-0.87,29.48,44.22,29.81,85.69,85.69,190,69.29,51.97,3.77,34.79,26.09,0.00,32.44,16.22,0,14.07,7.03,3.77,34.79,26.09,2.62,68.71,23.47,0,22.70,11.35,0.133,64.60,32.30,341.09,1.00,2.37,9.68, 0.97 ,0.33, 22.16 ,1.11,0.90,11.37,0.57,102.6%,350.11,0.331,0.904, 45.51 , Carlos A. Gimenez (R) - FL-28,running
A000370,C, Alma S. Adams,NC-12,D,22.51,Divider,16.00,81.66,81.66,0.00,15.08,7.54,-1.66,7.94,11.91,4.72,15.95,15.95,60,28.67,21.50,2.59,23.67,17.75,0.00,32.44,16.22,20,78.88,39.44,2.59,23.67,17.75,0.30,25.81,55.64,0,22.70,11.35,-0.002,48.49,24.25,312.94,1.00,12.70,45.18, 4.52 ,0.46, 54.28 ,2.71,2.00,75.31,3.77,111.0%,347.36,-0.463,-2.003, (72.91), Alma S. Adams (D) - NC-12,running
A000372,C, Rick W. Allen,GA-12,R,22.46,Divider,2.00,14.18,14.18,0.00,15.08,7.54,-1.70,7.31,10.96,11.85,34.07,34.07,164,61.44,46.08,6.44,63.56,47.67,0.00,32.44,16.22,0,14.07,7.03,6.44,63.56,47.67,0.51,29.25,53.06,5,35.64,17.82,0.274,78.97,39.49,318.52,1.00,7.52,23.82, 2.38 ,0.69, 94.71 ,4.74,1.41,37.00,1.85,109.0%,347.09,0.691,1.412, 73.89 , Rick W. Allen (R) - GA-12,running
V000130,C, Juan Vargas,CA-52,D,22.45,Divider,3.00,17.59,17.59,4.00,31.68,15.84,-0.74,34.84,52.26,6.61,20.01,20.01,37,22.60,16.95,3.46,31.68,23.76,0.00,32.44,16.22,20,78.88,39.44,3.46,31.68,23.76,0.47,28.58,53.57,0,22.70,11.35,0.019,51.05,25.53,306.97,1.00,18.28,69.69, 6.97 ,0.40, 36.84 ,1.84,2.20,84.85,4.24,113.1%,347.04,-0.396,-2.204, (72.25), Juan Vargas (D) - CA-52,running
N000026,C, Troy E. Nehls,TX-22,R,22.32,Divider,8.00,41.06,41.06,7.00,47.62,23.81,-0.43,48.10,72.14,20.67,62.35,62.35,75,33.00,24.75,2.30,21.27,15.95,0.00,32.44,16.22,0,14.07,7.03,2.30,21.27,15.95,4.90,94.57,4.07,0,22.70,11.35,-0.248,21.50,10.75,310.92,1.00,11.05,37.85, 3.79 ,0.61, 86.02 ,4.30,1.85,66.35,3.32,111.4%,346.37,0.610,1.851, 76.36 , Troy E. Nehls (R) - TX-22,running
Z000018,C, Ryan K. Zinke,MT-01,R,22.24,Divider,9.69,50.48,50.48,0.00,15.08,7.54,-1.03,23.84,35.76,16.83,49.98,49.98,61,28.95,21.71,4.82,45.98,34.49,0.00,32.44,16.22,0,14.07,7.03,4.82,45.98,34.49,1.34,44.45,41.66,0,22.70,11.35,-0.131,33.29,16.65,326.91,1.00,6.23,19.51, 1.95 ,0.44, 47.69 ,2.38,1.30,29.79,1.49,105.8%,345.96,0.438,1.297, 59.67 , Ryan K. Zinke (R) - MT-01,running
M001223,C, Seth Magaziner,RI-02,D,22.10,Divider,9.69,50.48,50.48,1.00,18.57,9.28,-0.95,26.55,39.83,16.83,49.98,49.98,70,31.52,23.64,4.11,38.32,28.74,0.00,32.44,16.22,0,14.07,7.03,4.11,38.32,28.74,0.88,35.76,48.18,0,22.70,11.35,0.26,77.72,38.86,329.69,1.00,4.24,13.86, 1.39 ,0.35, 25.23 ,1.26,1.47,41.08,2.05,104.7%,345.19,-0.346,-1.474, (58.68), Seth Magaziner (D) - RI-02,running
H001081,C, Jahana Hayes,CT-05,D,22.02,Divider,12.00,63.24,63.24,0.00,15.08,7.54,-1.52,10.46,15.69,2.76,12.35,12.35,177,65.45,49.09,4.98,47.74,35.81,0.00,32.44,16.22,0,14.07,7.03,4.98,47.74,35.81,0.14,23.35,57.49,0,22.70,11.35,-0.068,40.54,20.27,327.83,1.00,2.66,10.26, 1.03 ,0.32, 19.87 ,0.99,1.80,63.08,3.15,105.2%,344.79,-0.319,-1.799, (62.48), Jahana Hayes (D) - CT-05,running
D000399,C, Lloyd Doggett,TX-37,D,21.83,Divider,12.00,63.24,63.24,6.00,42.12,21.06,-0.49,45.53,68.29,5.02,16.55,16.55,54,27.01,20.26,2.58,23.59,17.69,0.00,32.44,16.22,0,14.07,7.03,2.58,23.59,17.69,2.58,68.01,23.99,0,22.70,11.35,-0.329,14.99,7.50,299.59,1.00,24.29,88.52, 8.85 ,0.40, 38.34 ,1.92,2.08,79.51,3.98,114.7%,343.76,-0.402,-2.084, (71.08), Lloyd Doggett (D) - TX-37,running
A000371,C, Pete Aguilar,CA-33,D,21.61,Divider,5.00,25.82,25.82,2.00,22.52,11.26,-0.85,30.25,45.38,6.10,18.85,18.85,50,25.94,19.45,6.50,64.18,48.13,0.00,32.44,16.22,0,14.07,7.03,6.50,64.18,48.13,1.82,53.81,34.64,10,50.50,25.25,0.14,65.40,32.70,316.39,1.00,11.71,40.74, 4.07 ,0.32, 19.32 ,0.97,1.83,64.98,3.25,108.3%,342.62,-0.316,-1.829, (62.75), Pete Aguilar (D) - CA-33,running
M000687,C, Kweisi Mfume,MD-07,D,21.24,Divider,5.00,25.82,25.82,0.00,15.08,7.54,-1.19,18.76,28.15,3.36,13.39,13.39,65,30.08,22.56,5.98,58.69,44.02,0.00,32.44,16.22,0,14.07,7.03,5.98,58.69,44.02,0.09,22.60,58.05,0,22.70,11.35,-0.337,14.43,7.22,294.36,1.00,30.11,96.89, 9.69 ,0.44, 49.27 ,2.46,1.93,71.13,3.56,115.7%,340.60,-0.444,-1.929, (71.03), Kweisi Mfume (D) - MD-07,running
W000816,C, Roger Williams,TX-25,R,21.07,Divider,7.00,35.68,35.68,4.00,31.68,15.84,-0.69,36.72,55.08,12.92,37.35,37.35,51,26.20,19.65,1.82,17.63,13.22,0.00,32.44,16.22,20,78.88,39.44,1.82,17.63,13.22,2.64,69.06,23.21,0,22.70,11.35,0.05,54.82,27.41,296.48,1.00,18.66,71.19, 7.12 ,0.60, 83.85 ,4.19,1.83,65.10,3.26,114.6%,339.67,0.596,1.831, 75.51 , Roger Williams (R) - TX-25,running
F000470,C, Michelle Fischbach,MN-07,R,20.90,Divider,5.00,25.82,25.82,2.00,22.52,11.26,-0.92,27.86,41.79,18.32,54.86,54.86,35,22.11,16.58,1.59,16.03,12.02,0.00,32.44,16.22,20,78.88,39.44,1.59,16.03,12.02,1.36,44.84,41.37,0,22.70,11.35,-0.017,46.67,23.33,298.95,1.00,19.26,73.48, 7.35 ,0.54, 72.94 ,3.65,1.56,46.63,2.33,113.3%,338.79,0.539,1.556, 69.30 , Michelle Fischbach (R) - MN-07,running
H001066,C, Steven Horsford,NV-04,D,20.76,Divider,7.00,35.68,35.68,0.00,15.08,7.54,-1.19,18.78,28.18,3.70,14.00,14.00,97,39.77,29.83,3.96,36.75,27.56,0.00,32.44,16.22,20,78.88,39.44,3.96,36.75,27.56,0.20,24.26,56.81,10,50.50,25.25,0.14,65.40,32.70,324.29,1.00,2.59,10.12, 1.01 ,0.33, 21.19 ,1.06,1.51,43.21,2.16,104.2%,338.01,-0.326,-1.506, (58.08), Steven Horsford (D) - NV-04,running
M001218,C, Richard McCormick,GA-06,R,20.75,Divider,9.69,50.48,50.48,2.00,22.52,11.26,-0.85,30.39,45.59,16.83,49.98,49.98,65,30.08,22.56,3.59,32.97,24.73,0.00,32.44,16.22,0,14.07,7.03,3.59,32.97,24.73,3.97,87.48,9.39,10,50.50,25.25,0.474,92.17,46.08,303.43,1.00,11.08,37.98, 3.80 ,0.88, 99.80 ,4.99,1.63,51.64,2.58,111.4%,337.93,0.881,1.629, 82.01 , Richard McCormick (R) - GA-06,running
T000488,C, Shri Thanedar,MI-13,D,20.63,Divider,9.69,50.48,50.48,0.00,15.08,7.54,-1.10,21.61,32.42,16.83,49.98,49.98,35,22.11,16.58,3.92,36.34,27.25,0.00,32.44,16.22,0,14.07,7.03,3.92,36.34,27.25,1.79,53.23,35.08,0,22.70,11.35,-0.063,41.13,20.57,297.40,1.00,23.47,86.60, 8.66 ,0.34, 23.98 ,1.20,1.93,71.20,3.56,113.4%,337.31,-0.340,-1.931, (65.64), Shri Thanedar (D) - MI-13,running
A000055,C, Robert B. Aderholt,AL-04,R,20.61,Divider,1.00,11.25,11.25,0.00,15.08,7.54,-1.05,23.28,34.92,25.15,75.29,75.29,10,16.51,12.38,1.76,17.20,12.90,0.00,32.44,16.22,20,78.88,39.44,1.76,17.20,12.90,0.88,35.76,48.18,0,22.70,11.35,0.467,91.85,45.92,298.59,1.00,33.24,98.69, 9.87 ,0.41, 39.10 ,1.96,1.16,21.98,1.10,112.9%,337.18,0.405,1.156, 55.23 , Robert B. Aderholt (R) - AL-04,running
S001220,C, Dale W. Strong,AL-05,R,20.60,Divider,9.69,50.48,50.48,3.00,26.90,13.45,-0.76,34.03,51.04,16.83,49.98,49.98,13,17.13,12.85,1.69,16.71,12.53,0.00,32.44,16.22,0,14.07,7.03,1.69,16.71,12.53,1.04,38.73,45.96,0,22.70,11.35,0.359,85.66,42.83,299.64,1.00,16.67,63.00, 6.30 ,0.62, 87.30 ,4.37,1.41,36.91,1.85,112.5%,337.12,0.619,1.411, 71.04 , Dale W. Strong (R) - AL-05,running
C001051,C, John R. Carter,TX-31,R,20.40,Divider,0.00,8.78,8.78,3.00,26.90,13.45,-0.74,34.75,52.12,18.44,55.24,55.24,23,19.30,14.47,1.26,13.91,10.43,0.00,32.44,16.22,20,78.88,39.44,1.26,13.91,10.43,0.38,27.10,54.68,5,35.64,17.82,0.554,95.16,47.58,309.31,1.00,13.72,49.81, 4.98 ,0.49, 60.25 ,3.01,0.94,12.76,0.64,108.6%,336.01,0.486,0.944, 56.49 , John R. Carter (R) - TX-31,running
U000040,C, Lauren Underwood,IL-14,D,19.78,Divider,9.00,46.62,46.62,0.00,15.08,7.54,-1.19,18.74,28.11,5.15,16.83,16.83,37,22.60,16.95,4.36,40.98,30.74,0.00,32.44,16.22,20,78.88,39.44,4.36,40.98,30.74,1.30,43.68,42.24,0,22.70,11.35,0.395,88.00,44.00,302.99,1.00,3.56,12.22, 1.22 ,0.60, 84.96 ,4.25,2.23,85.81,4.29,109.8%,332.57,-0.603,-2.228, (80.89), Lauren Underwood (D) - IL-14,running
A000379,F, Mark Alford,MO-04,R,19.47,Divider,9.69,50.48,50.48,5.00,36.78,18.39,-0.55,42.89,64.33,16.83,49.98,49.98,53,26.74,20.06,1.84,17.77,13.33,0.00,32.44,16.22,0,14.07,7.03,1.84,17.77,13.33,4.26,90.17,7.37,0,22.70,11.35,0.036,53.12,26.56,288.08,1.00,22.62,84.39, 8.44 ,0.60, 84.01 ,4.20,1.52,43.89,2.19,114.8%,330.82,0.597,1.516, 71.57 , Mark Alford (R) - MO-04,running
L000589,F, Debbie Lesko,AZ-08,R,19.37,Divider,7.00,35.68,35.68,2.00,22.52,11.26,-0.90,28.32,42.48,13.95,40.61,40.61,100,40.72,30.54,1.96,18.65,13.98,0.00,32.44,16.22,20,78.88,39.44,1.96,18.65,13.98,2.81,71.93,21.05,5,35.64,17.82,-0.093,37.61,18.80,299.29,1.00,9.69,32.11, 3.21 ,0.62, 87.02 ,4.35,1.69,55.62,2.78,110.3%,330.25,0.617,1.688, 74.73 , Debbie Lesko (R) - AZ-08,retiring
M001199,F, Brian J. Mast,FL-21,R,19.10,Divider,8.00,41.06,41.06,5.00,36.78,18.39,-0.59,41.23,61.84,19.94,60.08,60.08,96,39.45,29.59,2.16,20.17,15.12,0.00,32.44,16.22,0,14.07,7.03,2.16,20.17,15.12,5.76,97.86,1.60,10,50.50,25.25,-0.356,13.15,6.58,307.53,1.00,6.86,21.55, 2.15 ,0.46, 54.28 ,2.71,1.46,40.34,2.02,106.9%,328.71,0.463,1.463, 63.73 , Brian J. Mast (R) - FL-21,running
C000537,F, James E. Clyburn,SC-06,D,19.01,Divider,7.00,35.68,35.68,0.00,15.08,7.54,-1.88,4.94,7.41,14.49,42.35,42.35,42,23.86,17.89,3.35,30.61,22.96,0.00,32.44,16.22,20,78.88,39.44,3.35,30.61,22.96,0.48,28.74,53.44,0,22.70,11.35,0.247,76.51,38.26,293.46,1.00,14.33,52.58, 5.26 ,0.47, 55.07 ,2.75,2.02,76.42,3.82,111.8%,328.18,-0.466,-2.024, (73.32), James E. Clyburn (D) - SC-06,running
L000583,F, Barry Loudermilk,GA-11,R,19.00,Divider,4.00,21.47,21.47,0.00,15.08,7.54,-1.06,22.75,34.12,17.71,52.87,52.87,82,35.10,26.33,3.93,36.44,27.33,0.00,32.44,16.22,0,14.07,7.03,3.93,36.44,27.33,1.92,55.75,33.19,10,50.50,25.25,0.012,50.20,25.10,294.90,1.00,11.03,37.76, 3.78 ,0.68, 94.04 ,4.70,1.69,55.77,2.79,111.3%,328.12,0.682,1.690, 77.36 , Barry Loudermilk (R) - GA-11,running
C001108,F, James Comer,KY-01,R,18.97,Divider,1.00,11.25,11.25,2.00,22.52,11.26,-0.92,27.76,41.65,37.16,95.27,95.27,56,27.56,20.67,2.42,22.25,16.68,0.00,32.44,16.22,-20,0.16,0.08,2.42,22.25,16.68,4.93,94.73,3.95,15,65.29,32.65,-0.071,40.19,20.09,282.57,1.00,24.02,87.91, 8.79 ,0.59, 83.52 ,4.18,1.78,61.77,3.09,116.1%,327.94,0.594,1.779, 74.83 , James Comer (R) - KY-01,running
